,,Date,yes_d,yes_r,no_d,no_r,polarity
115,296,2017-06-08,2,233,183,1,-0.9856801909307876
115,297,2017-06-08,1,232,184,1,-0.9904306220095693
115,298,2017-06-08,0,233,185,1,-0.9952267303102625
115,299,2017-06-12,178,222,0,1,-0.10723192019950124
115,300,2017-06-12,181,221,0,1,-0.0967741935483871
115,301,2017-06-13,0,229,188,1,-0.9952153110047847
115,302,2017-06-13,0,229,190,0,-1.0
115,303,2017-06-13,91,147,90,76,-0.17326732673267325
115,304,2017-06-13,191,2,0,231,0.9905660377358491
115,305,2017-06-13,7,232,183,1,-0.9621749408983451
115,306,2017-06-13,137,232,54,1,-0.3490566037735849
115,307,2017-06-15,41,226,144,0,-0.8004866180048662
115,308,2017-06-20,174,217,0,8,-0.08771929824561403
115,309,2017-06-20,176,206,0,19,-0.02743142144638404
115,310,2017-06-21,0,227,187,1,-0.9951807228915662
115,311,2017-06-21,0,229,185,1,-0.9951807228915662
115,312,2017-06-21,2,228,185,0,-0.9903614457831326
115,313,2017-06-21,171,0,14,229,0.9323671497584541
115,314,2017-06-21,69,231,118,0,-0.6698564593301436
115,315,2017-06-22,0,226,184,0,-1.0
115,316,2017-06-22,5,228,179,0,-0.9757281553398058
115,317,2017-06-22,177,2,4,228,0.9708029197080292
115,318,2017-06-22,8,225,175,5,-0.937046004842615
115,319,2017-06-23,183,197,0,32,0.043689320388349516
115,320,2017-06-23,40,224,143,4,-0.7858880778588808
115,321,2017-06-23,163,214,21,13,-0.1435523114355231
115,322,2017-06-26,181,228,0,0,-0.11491442542787286
115,323,2017-06-26,181,228,0,0,-0.11491442542787286
115,324,2017-06-27,0,234,184,0,-1.0
115,325,2017-06-27,0,235,186,0,-1.0
115,326,2017-06-27,93,145,92,86,-0.13942307692307693
115,327,2017-06-27,191,232,0,4,-0.08665105386416862
115,328,2017-06-27,189,235,0,0,-0.10849056603773585
115,329,2017-06-27,189,235,0,1,-0.10588235294117647
115,330,2017-06-28,0,235,190,0,-1.0
115,331,2017-06-28,0,235,190,0,-1.0
115,332,2017-06-28,88,144,95,88,-0.15180722891566265
115,333,2017-06-28,7,215,180,17,-0.8854415274463007
115,334,2017-06-28,9,107,181,129,-0.352112676056338
115,335,2017-06-28,191,0,0,235,1.0
115,336,2017-06-28,0,219,191,19,-0.9114219114219114
115,337,2017-06-28,190,233,0,0,-0.1016548463356974
115,338,2017-06-29,0,235,189,1,-0.9952941176470588
115,339,2017-06-29,0,236,191,0,-1.0
115,340,2017-06-29,181,0,0,230,1.0
115,341,2017-06-29,3,226,188,7,-0.9528301886792453
115,342,2017-06-29,191,2,0,232,0.9905882352941177
115,343,2017-06-29,24,234,166,1,-0.8823529411764706
115,344,2017-07-11,180,226,0,0,-0.11330049261083744
115,345,2017-07-11,185,216,0,15,-0.038461538461538464
115,346,2017-07-12,0,234,183,0,-1.0
115,347,2017-07-12,0,232,186,1,-0.9952267303102625
115,348,2017-07-12,186,230,0,2,-0.10047846889952153
115,349,2017-07-12,189,12,0,221,0.943127962085308
115,350,2017-07-12,187,2,0,230,0.9904534606205251
115,351,2017-07-12,4,226,183,7,-0.9476190476190476
115,352,2017-07-13,75,2,102,224,0.4838709677419355
115,353,2017-07-13,0,234,187,0,-1.0
115,354,2017-07-13,1,229,187,3,-0.9809523809523809
115,355,2017-07-13,4,194,185,40,-0.7919621749408984
115,356,2017-07-13,69,4,120,231,0.41509433962264153
115,357,2017-07-13,177,2,12,233,0.9339622641509434
115,358,2017-07-13,164,3,25,232,0.8679245283018868
115,359,2017-07-13,172,1,15,234,0.9241706161137441
115,360,2017-07-13,181,7,8,227,0.9290780141843972
115,361,2017-07-13,20,233,170,2,-0.8964705882352941
115,362,2017-07-13,186,6,3,229,0.9575471698113207
115,363,2017-07-13,167,2,22,232,0.8865248226950354
115,364,2017-07-13,80,95,108,140,0.04018912529550828
115,365,2017-07-13,178,20,7,213,0.8708133971291866
115,366,2017-07-13,1,202,186,32,-0.8432304038004751
115,367,2017-07-13,0,185,188,46,-0.7804295942720764
115,368,2017-07-13,0,209,190,24,-0.8865248226950354
115,369,2017-07-13,0,183,191,51,-0.76
115,370,2017-07-13,61,46,130,188,0.17176470588235293
115,371,2017-07-14,0,208,190,27,-0.8729411764705882
115,372,2017-07-14,4,231,186,3,-0.9669811320754716
115,373,2017-07-14,15,229,175,6,-0.9011764705882352
115,374,2017-07-14,0,234,189,1,-0.9952830188679245
115,375,2017-07-14,190,234,0,0,-0.10377358490566038
115,376,2017-07-14,190,0,0,235,1.0
115,377,2017-07-14,117,227,73,8,-0.4117647058823529
115,378,2017-07-17,177,224,0,0,-0.1172069825436409
115,379,2017-07-17,178,224,0,0,-0.11442786069651742
115,380,2017-07-17,178,221,0,5,-0.09405940594059406
115,381,2017-07-18,0,231,188,0,-1.0
115,382,2017-07-18,1,234,188,0,-0.9952718676122931
115,383,2017-07-18,186,234,1,1,-0.11374407582938388
115,384,2017-07-18,189,5,2,230,0.9671361502347418
115,385,2017-07-18,178,4,11,230,0.9290780141843972
115,386,2017-07-18,185,6,5,230,0.9483568075117371
115,387,2017-07-18,186,0,6,236,0.9719626168224299
115,388,2017-07-18,188,2,3,233,0.9765258215962441
115,389,2017-07-18,189,2,1,234,0.9859154929577465
115,390,2017-07-18,4,225,188,11,-0.9299065420560748
115,391,2017-07-19,0,235,189,1,-0.9952941176470588
115,392,2017-07-19,0,236,191,1,-0.9953271028037384
115,393,2017-07-19,0,234,192,2,-0.9906542056074766
115,394,2017-07-19,180,2,12,234,0.9345794392523364
115,395,2017-07-19,179,0,13,234,0.9389671361502347
115,396,2017-07-19,191,2,0,232,0.9905882352941177
115,397,2017-07-19,17,237,175,0,-0.9207459207459208
115,398,2017-07-19,179,1,13,236,0.9347319347319347
115,399,2017-07-19,189,3,3,233,0.9719626168224299
115,400,2017-07-19,188,1,4,235,0.9766355140186916
115,401,2017-07-19,13,235,178,1,-0.9344262295081968
115,402,2017-07-20,159,227,32,9,-0.21311475409836064
115,403,2017-07-20,190,0,1,233,0.9952830188679245
115,404,2017-07-20,167,0,24,236,0.8875878220140515
115,405,2017-07-20,15,233,176,3,-0.9156908665105387
115,406,2017-07-24,30,211,153,10,-0.801980198019802
115,407,2017-07-24,2,217,182,4,-0.9703703703703703
115,408,2017-07-24,184,221,0,0,-0.09135802469135802
115,409,2017-07-25,0,229,184,0,-1.0
115,410,2017-07-25,0,233,188,0,-1.0
115,411,2017-07-25,0,232,189,1,-0.995260663507109
115,412,2017-07-25,190,229,0,3,-0.08530805687203792
115,413,2017-07-26,0,230,191,2,-0.9905437352245863
115,414,2017-07-26,2,230,189,3,-0.9764150943396226
115,415,2017-07-26,0,107,190,124,-0.41092636579572445
115,416,2017-07-26,0,116,189,120,-0.43529411764705883
115,417,2017-07-26,178,13,13,223,0.8782201405152225
115,418,2017-07-26,0,178,191,58,-0.7283372365339579
115,419,2017-07-26,171,10,20,226,0.8594847775175644
115,420,2017-07-26,174,12,17,224,0.8641686182669789
115,421,2017-07-26,182,21,9,215,0.8594847775175644
115,422,2017-07-26,179,1,12,235,0.9391100702576113
115,423,2017-07-26,189,3,2,233,0.9765807962529274
115,424,2017-07-26,183,51,7,185,0.7276995305164319
115,425,2017-07-27,0,233,184,1,-0.9952153110047847
115,426,2017-07-27,0,230,191,5,-0.9765258215962441
115,427,2017-07-27,1,139,189,96,-0.5435294117647059
115,428,2017-07-27,0,177,191,57,-0.731764705882353
115,429,2017-07-27,189,25,2,209,0.8729411764705882
115,430,2017-07-27,188,68,3,166,0.6658823529411765
115,431,2017-07-27,169,3,22,230,0.8820754716981132
115,432,2017-07-27,191,62,0,172,0.7082352941176471
115,433,2017-07-27,192,1,0,234,0.9953161592505855
115,434,2017-07-27,5,230,187,5,-0.9531615925058547
115,435,2017-07-28,1,223,183,3,-0.9804878048780488
115,436,2017-07-28,157,223,29,6,-0.21445783132530122
115,437,2017-07-28,186,228,0,0,-0.10144927536231885
115,438,2017-09-05,181,226,0,1,-0.10784313725490197
115,439,2017-09-05,178,225,1,2,-0.11330049261083744
115,440,2017-09-06,190,229,0,3,-0.08530805687203792
115,441,2017-09-06,0,233,187,0,-1.0
115,442,2017-09-06,0,230,188,3,-0.9857482185273159
115,443,2017-09-06,85,145,97,85,-0.17475728155339806
115,444,2017-09-06,0,176,187,54,-0.7410071942446043
115,445,2017-09-06,5,136,183,96,-0.5190476190476191
115,446,2017-09-06,4,136,184,96,-0.5238095238095238
115,447,2017-09-06,4,155,184,76,-0.6181384248210023
115,448,2017-09-06,0,128,188,105,-0.501187648456057
115,449,2017-09-06,184,16,4,216,0.9047619047619048
115,450,2017-09-06,0,124,187,108,-0.48448687350835323
115,451,2017-09-06,0,139,188,94,-0.5534441805225653
115,452,2017-09-06,0,180,188,53,-0.7482185273159145
115,453,2017-09-06,0,140,188,92,-0.5619047619047619
115,454,2017-09-06,1,224,187,8,-0.9571428571428572
115,455,2017-09-06,8,165,179,67,-0.6420047732696897
115,456,2017-09-07,0,227,186,0,-1.0
115,457,2017-09-07,0,222,186,4,-0.9805825242718447
115,458,2017-09-07,185,20,0,207,0.9029126213592233
115,459,2017-09-07,169,1,15,226,0.9221411192214112
115,460,2017-09-07,186,17,1,210,0.9130434782608695
115,461,2017-09-07,182,0,5,224,0.975669099756691
115,462,2017-09-07,30,215,156,12,-0.7966101694915254
115,463,2017-09-07,0,173,186,54,-0.738498789346247
115,464,2017-09-07,183,0,3,227,0.9854721549636803
115,465,2017-09-07,180,0,5,225,0.975609756097561
115,466,2017-09-07,0,163,186,62,-0.6982968369829684
115,467,2017-09-07,4,213,182,11,-0.926829268292683
115,468,2017-09-07,0,105,186,121,-0.41262135922330095
115,469,2017-09-07,3,196,183,29,-0.8442822384428224
115,470,2017-09-07,182,9,4,217,0.9368932038834952
115,471,2017-09-07,9,198,177,28,-0.8203883495145631
115,472,2017-09-07,181,9,5,213,0.9313725490196079
115,473,2017-09-07,0,184,186,42,-0.7961165048543689
115,474,2017-09-07,185,35,0,191,0.829683698296837
115,475,2017-09-07,183,11,3,215,0.9320388349514563
115,476,2017-09-07,183,6,1,219,0.9657701711491442
115,477,2017-09-07,5,210,181,15,-0.902676399026764
115,478,2017-09-07,1,213,184,13,-0.9318734793187348
115,479,2017-09-08,183,134,0,90,0.3415233415233415
115,480,2017-09-08,2,154,180,68,-0.6534653465346535
115,481,2017-09-08,1,177,182,45,-0.7728395061728395
115,482,2017-09-08,173,4,10,220,0.9312039312039312
115,483,2017-09-08,2,214,178,8,-0.9502487562189055
115,484,2017-09-12,176,214,0,0,-0.09743589743589744
115,485,2017-09-13,0,222,184,0,-1.0
115,486,2017-09-13,0,222,186,0,-1.0
115,487,2017-09-13,3,215,184,11,-0.9322033898305084
115,488,2017-09-13,4,221,181,5,-0.9562043795620438
115,489,2017-09-13,184,17,3,209,0.9031476997578692
115,490,2017-09-13,185,13,1,211,0.9317073170731708
115,491,2017-09-13,1,150,185,75,-0.6301703163017032
115,492,2017-09-13,189,90,1,136,0.5625
115,493,2017-09-13,3,95,186,127,-0.36739659367396593
115,494,2017-09-13,189,3,0,223,0.9855421686746988
115,495,2017-09-13,186,3,3,222,0.9710144927536232
115,496,2017-09-13,2,214,188,11,-0.9373493975903614
115,497,2017-09-13,4,222,185,6,-0.9520383693045563
115,498,2017-09-13,190,57,0,170,0.7266187050359713
115,499,2017-09-13,189,10,1,218,0.9473684210526315
115,500,2017-09-13,190,30,0,198,0.8564593301435407
115,501,2017-09-13,190,53,0,175,0.7464114832535885
115,502,2017-09-13,187,38,3,189,0.8033573141486811
115,503,2017-09-13,67,131,123,96,-0.2182254196642686
115,504,2017-09-13,190,23,0,205,0.8899521531100478
115,505,2017-09-13,189,39,1,187,0.8076923076923077
115,506,2017-09-13,185,19,4,208,0.8894230769230769
115,507,2017-09-13,4,149,186,77,-0.6105769230769231
115,508,2017-09-13,0,131,189,96,-0.5384615384615384
115,509,2017-09-13,0,175,189,52,-0.75
115,510,2017-09-13,1,177,189,49,-0.7596153846153846
115,511,2017-09-13,1,220,189,7,-0.9616306954436451
115,512,2017-09-13,0,156,190,70,-0.6634615384615384
115,513,2017-09-13,188,3,2,224,0.9760191846522782
115,514,2017-09-13,1,214,188,13,-0.9326923076923077
115,515,2017-09-14,184,0,0,220,1.0
115,516,2017-09-14,11,223,174,1,-0.941320293398533
115,517,2017-09-14,2,212,183,11,-0.9362745098039216
115,518,2017-09-14,0,186,186,37,-0.8190709046454768
115,519,2017-09-14,186,0,0,222,1.0
115,520,2017-09-14,181,2,5,221,0.9657701711491442
115,521,2017-09-14,162,1,23,222,0.8823529411764706
115,522,2017-09-14,182,4,3,218,0.9656019656019657
115,523,2017-09-14,0,166,185,56,-0.7248157248157249
115,524,2017-09-14,0,211,185,10,-0.9507389162561576
115,525,2017-09-14,183,82,3,140,0.5833333333333334
115,526,2017-09-14,186,0,0,223,1.0
115,527,2017-09-14,1,211,184,14,-0.926829268292683
115,528,2017-09-14,182,216,0,4,-0.07462686567164178
115,529,2017-09-25,26,219,163,8,-0.8365384615384616
115,530,2017-09-25,188,227,0,0,-0.09397590361445783
115,531,2017-09-26,0,230,189,0,-1.0
115,532,2017-09-26,0,230,190,0,-1.0
115,533,2017-09-26,78,136,108,91,-0.18159806295399517
115,534,2017-09-26,190,1,0,231,0.995260663507109
115,535,2017-09-26,191,0,0,232,1.0
115,536,2017-09-26,2,212,189,20,-0.8959810874704491
115,537,2017-09-27,0,223,187,0,-1.0
115,538,2017-09-27,5,218,183,7,-0.9418886198547215
115,539,2017-09-27,188,225,0,0,-0.08958837772397095
115,540,2017-09-28,188,0,0,227,1.0
115,541,2017-09-28,43,222,148,7,-0.7619047619047619
115,542,2017-09-28,21,223,168,3,-0.8843373493975903
115,543,2017-10-02,172,229,0,0,-0.14214463840399003
115,544,2017-10-02,172,229,0,0,-0.14214463840399003
115,545,2017-10-03,0,233,184,0,-1.0
115,546,2017-10-03,1,232,187,0,-0.9952380952380953
115,547,2017-10-03,187,0,2,236,0.9905882352941177
115,548,2017-10-03,3,235,187,2,-0.9765807962529274
115,549,2017-10-03,186,231,1,2,-0.10476190476190476
115,550,2017-10-04,0,231,189,0,-1.0
115,551,2017-10-04,0,232,188,0,-1.0
115,552,2017-10-04,108,0,79,235,0.6255924170616114
115,553,2017-10-04,130,0,57,235,0.7298578199052133
115,554,2017-10-05,0,139,186,95,-0.5476190476190477
115,555,2017-10-05,156,0,32,236,0.8490566037735849
115,556,2017-10-05,0,219,188,18,-0.9152941176470588
115,557,2017-10-10,175,222,0,0,-0.11838790931989925
115,558,2017-10-10,175,220,0,0,-0.11392405063291139
115,559,2017-10-11,0,227,190,0,-1.0
115,560,2017-10-11,7,227,183,2,-0.9570405727923628
115,561,2017-10-11,191,227,0,0,-0.0861244019138756
115,562,2017-10-11,191,227,0,0,-0.0861244019138756
115,563,2017-10-12,183,1,6,231,0.9667458432304038
115,564,2017-10-12,186,228,3,5,-0.0947867298578199
115,565,2017-10-12,189,164,0,69,0.22274881516587677
115,566,2017-10-12,189,1,0,232,0.995260663507109
115,567,2017-10-12,188,232,0,0,-0.10476190476190476
115,568,2017-10-23,180,222,0,1,-0.10173697270471464
115,569,2017-10-23,181,220,0,2,-0.09181141439205956
115,570,2017-10-23,102,134,75,83,-0.06091370558375635
115,571,2017-10-24,0,228,189,0,-1.0
115,572,2017-10-24,0,227,190,0,-1.0
115,573,2017-10-24,186,226,1,2,-0.09397590361445783
115,574,2017-10-24,187,0,3,230,0.9857142857142858
115,575,2017-10-24,183,0,6,229,0.9712918660287081
115,576,2017-10-24,185,0,5,229,0.9761336515513126
115,577,2017-10-24,186,3,4,227,0.9666666666666667
115,578,2017-10-24,187,4,3,226,0.9666666666666667
115,579,2017-10-24,7,231,183,0,-0.9667458432304038
115,580,2017-10-24,187,228,0,2,-0.09352517985611511
115,581,2017-10-25,0,229,187,1,-0.9952038369304557
115,582,2017-10-25,0,233,187,1,-0.995249406175772
115,583,2017-10-25,84,146,98,82,-0.1902439024390244
115,584,2017-10-25,185,0,1,230,0.9951923076923077
115,585,2017-10-25,184,3,0,226,0.9854721549636803
115,586,2017-10-25,186,0,0,232,1.0
115,587,2017-10-25,2,232,187,0,-0.9904988123515439
115,588,2017-10-26,0,216,192,20,-0.9065420560747663
115,589,2017-10-26,191,232,0,2,-0.09176470588235294
115,590,2017-10-31,176,218,1,0,-0.10886075949367088
115,591,2017-11-01,0,232,184,0,-1.0
115,592,2017-11-01,1,231,184,0,-0.9951923076923077
115,593,2017-11-01,184,5,5,227,0.9524940617577197
115,594,2017-11-01,188,6,1,225,0.9666666666666667
115,595,2017-11-01,7,229,181,3,-0.9523809523809523
115,596,2017-11-01,187,2,0,230,0.9904534606205251
115,597,2017-11-01,10,222,179,9,-0.9095238095238095
115,598,2017-11-01,187,232,0,0,-0.10739856801909307
115,599,2017-11-02,0,230,192,1,-0.9952718676122931
115,600,2017-11-02,11,229,178,0,-0.9473684210526315
115,601,2017-11-02,0,230,190,1,-0.995249406175772
115,602,2017-11-02,0,231,192,0,-1.0
115,603,2017-11-02,76,232,111,0,-0.6372315035799523
115,604,2017-11-03,187,0,0,231,1.0
115,605,2017-11-03,15,227,171,3,-0.9134615384615384
115,606,2017-11-06,177,223,0,0,-0.115
115,607,2017-11-06,176,223,0,0,-0.11779448621553884
115,608,2017-11-06,88,134,83,86,-0.10997442455242967
115,609,2017-11-07,1,232,181,1,-0.9903614457831326
115,610,2017-11-07,0,233,182,0,-1.0
115,611,2017-11-07,81,144,97,87,-0.1784841075794621
115,612,2017-11-07,185,1,2,233,0.9857482185273159
115,613,2017-11-07,8,234,181,0,-0.9621749408983451
115,614,2017-11-07,157,232,31,1,-0.2494061757719715
115,615,2017-11-08,0,224,190,0,-1.0
115,616,2017-11-08,0,233,190,0,-1.0
115,617,2017-11-08,190,230,0,0,-0.09523809523809523
115,618,2017-11-08,181,4,5,229,0.9570405727923628
115,619,2017-11-08,26,231,163,3,-0.8628841607565012
115,620,2017-11-08,189,233,0,0,-0.10426540284360189
115,621,2017-11-09,0,232,187,1,-0.9952380952380953
115,622,2017-11-13,163,203,11,19,-0.08080808080808081
115,623,2017-11-13,175,221,0,0,-0.11616161616161616
115,624,2017-11-13,88,132,80,85,-0.1012987012987013
115,625,2017-11-14,0,234,189,0,-1.0
115,626,2017-11-14,4,229,185,2,-0.9714285714285714
115,627,2017-11-14,86,138,100,90,-0.1497584541062802
115,628,2017-11-14,190,0,0,236,1.0
115,629,2017-11-14,15,223,175,14,-0.8641686182669789
115,630,2017-11-14,127,229,63,7,-0.37089201877934275
115,631,2017-11-15,0,234,192,1,-0.9953161592505855
115,632,2017-11-15,0,235,191,0,-1.0
115,633,2017-11-15,189,234,0,0,-0.10638297872340426
115,634,2017-11-15,190,230,0,0,-0.09523809523809523
115,635,2017-11-15,192,231,0,0,-0.09219858156028368
115,636,2017-11-16,0,228,192,13,-0.9399538106235565
115,637,2017-11-28,184,225,0,0,-0.10024449877750612
115,638,2017-11-28,89,220,95,4,-0.5441176470588235
115,639,2017-11-29,0,227,188,1,-0.9951923076923077
115,640,2017-11-29,0,228,186,0,-1.0
115,641,2017-11-30,181,1,7,230,0.9618138424821002
115,642,2017-11-30,8,208,182,22,-0.8571428571428571
115,643,2017-11-30,0,229,189,0,-1.0
115,644,2017-11-30,0,226,186,0,-1.0
115,645,2017-11-30,189,6,0,221,0.9711538461538461
115,646,2017-11-30,188,5,0,223,0.9759615384615384
115,647,2017-11-30,2,211,186,18,-0.9040767386091128
115,648,2017-11-30,189,220,0,8,-0.05515587529976019
115,649,2017-12-01,190,3,0,227,0.9857142857142858
115,650,2017-12-01,27,229,162,1,-0.8663484486873508
115,651,2017-12-01,80,129,91,78,-0.164021164021164
115,652,2017-12-04,0,222,185,7,-0.966183574879227
115,653,2017-12-04,186,0,0,233,1.0
115,654,2017-12-05,178,229,0,4,-0.11435523114355231
115,655,2017-12-05,181,228,0,0,-0.11491442542787286
115,656,2017-12-05,88,136,92,91,-0.12039312039312039
115,657,2017-12-06,126,238,58,0,-0.4028436018957346
115,658,2017-12-06,2,234,185,4,-0.971764705882353
115,659,2017-12-06,4,228,184,10,-0.9342723004694836
115,660,2017-12-06,186,237,0,0,-0.12056737588652482
115,661,2017-12-06,188,2,1,235,0.9859154929577465
115,662,2017-12-06,6,225,184,14,-0.9067599067599068
115,663,2017-12-06,188,235,0,3,-0.10328638497652583
115,664,2017-12-07,0,236,189,1,-0.9953051643192489
115,665,2017-12-07,1,237,187,1,-0.9906103286384976
115,666,2017-12-07,190,229,0,8,-0.07259953161592506
115,667,2017-12-07,75,137,107,98,-0.17026378896882494
115,668,2017-12-07,188,238,0,0,-0.11737089201877934
115,669,2017-12-07,14,222,175,18,-0.8508158508158508
115,670,2017-12-07,182,206,0,29,0.011990407673860911
115,671,2017-12-11,173,222,2,0,-0.12846347607052896
115,672,2017-12-11,180,222,0,2,-0.09900990099009901
115,673,2017-12-12,188,2,0,233,0.9905437352245863
115,674,2017-12-12,60,234,128,1,-0.7115839243498818
115,675,2017-12-13,0,229,189,0,-1.0
115,676,2017-12-13,6,232,182,0,-0.9714285714285714
115,677,2017-12-13,0,236,187,0,-1.0
115,678,2017-12-13,4,236,184,0,-0.9811320754716981
115,679,2017-12-13,56,233,132,3,-0.7216981132075472
115,680,2017-12-14,185,0,2,233,0.9904761904761905
115,681,2017-12-14,44,231,144,2,-0.7814726840855107
115,682,2017-12-14,188,0,0,233,1.0
115,683,2017-12-14,23,229,163,4,-0.8711217183770883
115,684,2017-12-18,0,216,168,1,-0.9948051948051948
115,685,2017-12-18,168,208,0,9,-0.08051948051948052
115,686,2017-12-18,169,202,0,14,-0.04935064935064935
115,687,2017-12-19,0,233,187,0,-1.0
115,688,2017-12-19,0,233,190,3,-0.9859154929577465
115,689,2017-12-19,189,220,1,16,-0.03755868544600939
115,690,2017-12-19,191,0,0,236,1.0
115,691,2017-12-19,0,228,191,12,-0.9443155452436195
115,692,2017-12-19,188,232,0,1,-0.1021377672209026
115,693,2017-12-19,59,229,128,2,-0.7081339712918661
115,694,2017-12-19,188,230,0,1,-0.09785202863961814
115,695,2017-12-19,84,143,96,84,-0.17444717444717445
115,696,2017-12-20,0,234,188,0,-1.0
115,697,2017-12-20,0,232,189,1,-0.995260663507109
115,698,2017-12-20,0,225,189,12,-0.9436619718309859
115,699,2017-12-20,184,227,0,0,-0.10462287104622871
115,700,2017-12-20,188,1,0,231,0.9952380952380953
115,701,2017-12-20,12,226,176,6,-0.9142857142857143
115,702,2017-12-20,74,143,109,85,-0.22627737226277372
115,703,2017-12-21,0,232,188,0,-1.0
115,704,2017-12-21,0,228,186,2,-0.9903846153846154
115,705,2017-12-21,187,231,0,0,-0.10526315789473684
115,706,2017-12-21,66,159,121,66,-0.3592233009708738
115,707,2017-12-21,14,218,172,16,-0.8571428571428571
115,708,2017-12-21,69,182,118,51,-0.42857142857142855
115,709,2017-12-21,172,221,0,0,-0.12468193384223919
115,710,2018-01-09,182,233,0,2,-0.11750599520383694
115,711,2018-01-09,178,235,0,0,-0.13801452784503632
115,712,2018-01-09,181,234,0,1,-0.125
115,713,2018-01-10,51,0,116,215,0.39267015706806285
115,714,2018-01-10,54,0,95,216,0.4794520547945205
115,715,2018-01-10,61,1,111,213,0.41968911917098445
115,716,2018-01-10,2,231,179,2,-0.9806763285024155
115,717,2018-01-10,0,234,181,0,-1.0
115,718,2018-01-10,0,227,181,0,-1.0
115,719,2018-01-10,23,216,158,15,-0.8155339805825242
115,720,2018-01-10,183,232,0,0,-0.1180722891566265
115,721,2018-01-10,85,146,93,85,-0.1687041564792176
115,722,2018-01-11,125,58,55,179,0.4580335731414868
115,723,2018-01-11,183,6,0,227,0.9711538461538461
115,724,2018-01-11,65,192,119,45,-0.47743467933491684
115,725,2018-01-11,182,228,0,2,-0.10679611650485436
115,726,2018-01-16,180,222,0,0,-0.1044776119402985
115,727,2018-01-16,181,219,0,3,-0.08684863523573201
115,728,2018-01-17,0,230,187,0,-1.0
115,729,2018-01-17,0,228,188,0,-1.0
115,730,2018-01-17,188,224,0,5,-0.07434052757793765
115,731,2018-01-17,189,231,0,0,-0.1
115,732,2018-01-17,21,216,168,16,-0.8242280285035629
115,733,2018-01-17,188,230,1,1,-0.1
115,734,2018-01-17,82,143,99,86,-0.18048780487804877
115,735,2018-01-18,0,229,191,0,-1.0
115,736,2018-01-18,0,226,191,3,-0.9857142857142858
115,737,2018-01-18,0,229,190,0,-1.0
115,738,2018-01-18,2,226,188,1,-0.9856115107913669
115,739,2018-01-18,190,1,2,234,0.9859484777517564
115,740,2018-01-18,9,234,183,1,-0.9531615925058547
115,741,2018-01-18,6,225,186,11,-0.9205607476635514
115,742,2018-01-18,192,231,0,3,-0.08450704225352113
115,743,2018-01-19,121,234,66,0,-0.4251781472684085
115,744,2018-01-19,6,235,183,0,-0.9716981132075472
115,745,2018-01-19,0,1,187,231,0.1026252983293556
115,746,2018-01-20,19,205,150,0,-0.8983957219251337
115,747,2018-01-20,6,218,173,0,-0.9697732997481109
115,748,2018-01-20,0,224,180,0,-1.0
115,749,2018-01-20,13,222,169,1,-0.9308641975308642
115,750,2018-01-20,175,219,0,0,-0.1116751269035533
115,751,2018-01-22,45,221,144,6,-0.7548076923076923
115,752,2018-01-29,181,225,0,3,-0.10024449877750612
115,753,2018-01-29,178,219,0,8,-0.08148148148148149
115,754,2018-01-30,0,232,187,0,-1.0
115,755,2018-01-30,5,231,181,2,-0.9665871121718377
115,756,2018-01-30,23,228,162,4,-0.8705035971223022
115,757,2018-01-30,183,231,0,0,-0.11594202898550725
115,758,2018-02-05,171,225,0,0,-0.13636363636363635
115,759,2018-02-05,87,145,81,78,-0.15601023017902813
115,760,2018-02-06,0,231,187,0,-1.0
115,761,2018-02-06,0,231,187,1,-0.9952267303102625
115,762,2018-02-06,2,229,184,2,-0.9808153477218226
115,763,2018-02-06,32,234,156,1,-0.8439716312056738
115,764,2018-02-06,0,236,190,0,-1.0
115,765,2018-02-06,0,235,189,0,-1.0
115,766,2018-02-06,4,232,185,3,-0.9669811320754716
115,767,2018-02-06,17,229,174,8,-0.883177570093458
115,768,2018-02-07,183,224,0,0,-0.10073710073710074
115,769,2018-02-07,184,220,0,3,-0.08108108108108109
115,770,2018-02-07,80,130,96,89,-0.14430379746835442
115,771,2018-02-08,52,228,131,0,-0.7469586374695864
115,772,2018-02-08,80,128,98,96,-0.12437810945273632
115,773,2018-02-08,50,230,139,0,-0.7613365155131265
115,774,2018-02-09,0,224,186,0,-1.0
115,775,2018-02-09,3,221,186,7,-0.9520383693045563
115,776,2018-02-09,73,168,119,67,-0.3442622950819672
115,777,2018-02-13,182,220,0,0,-0.0945273631840796
115,778,2018-02-13,183,217,0,2,-0.07960199004975124
115,779,2018-02-14,0,228,187,0,-1.0
115,780,2018-02-14,0,227,187,0,-1.0
115,781,2018-02-14,187,228,0,0,-0.09879518072289156
115,782,2018-02-14,184,227,0,0,-0.10462287104622871
115,783,2018-02-14,187,2,0,228,0.9904076738609112
115,784,2018-02-14,43,228,144,1,-0.7884615384615384
115,785,2018-02-14,16,229,170,1,-0.9182692307692307
115,786,2018-02-15,173,15,11,215,0.8743961352657005
115,787,2018-02-15,12,214,173,19,-0.8516746411483254
115,788,2018-02-26,177,217,0,7,-0.08229426433915212
115,789,2018-02-26,178,209,0,13,-0.045
115,790,2018-02-27,0,228,184,0,-1.0
115,791,2018-02-27,0,228,184,0,-1.0
115,792,2018-02-27,9,226,175,0,-0.9560975609756097
115,793,2018-02-27,0,227,185,0,-1.0
115,794,2018-02-27,4,226,177,0,-0.9803439803439803
115,795,2018-02-27,183,2,0,228,0.9903147699757869
